745:1148=0.5992029905319214,1223=0.5413356423377991,3429=0.38103318214416504,720=0.37090641260147095,3751=0.34382861852645874,1=0.3146859109401703,34=0.2865288257598877,1265=0.27697211503982544,608=0.27642014622688293,1136=0.27361539006233215
337:1704=0.3757222592830658,2291=0.37271496653556824,318=0.36808526515960693,300=0.3678071200847626,1271=0.36612755060195923,1358=0.3612476587295532,36=0.3601483106613159,1682=0.3596837818622589,608=0.3579738438129425,1673=0.3576589524745941
163:165=0.3954051434993744,1370=0.3902584910392761,2167=0.38767850399017334,353=0.3831368386745453,733=0.3775008022785187,2278=0.36105966567993164,1722=0.3608871400356293,6=0.3598625957965851,377=0.35570719838142395,2058=0.3534281849861145
3500:500=0.23334340751171112,3255=0.23143671452999115,231=0.2270054817199707,440=0.2244320809841156,1614=0.22288264334201813,1054=0.22173985838890076,586=0.21997198462486267,205=0.21990899741649628,3020=0.2173207700252533,2302=0.2150048464536667
2329:1704=0.3602046072483063,778=0.3589411973953247,296=0.3588811159133911,318=0.3584102690219879,2959=0.3484172224998474,1213=0.3436085879802704,1673=0.3401229977607727,593=0.3383985459804535,47=0.33186060190200806,2890=0.33086201548576355
24:2699=0.3259153962135315,1127=0.28876736760139465,1584=0.288363516330719,32=0.2875203490257263,2841=0.28383195400238037,2987=0.27843570709228516,185=0.27830970287323,2701=0.2758708596229553,780=0.273616224527359,316=0.27290257811546326
1027:520=0.33876484632492065,2420=0.33028674125671387,802=0.30575045943260193,2421=0.3035590648651123,3252=0.30340197682380676,253=0.3028886616230011,3255=0.3015289902687073,500=0.2989329695701599,2269=0.29582199454307556,491=0.29498612880706787
3246:1120=0.33127281069755554,1704=0.31970831751823425,36=0.3141784369945526,337=0.3117610216140747,1673=0.31024786829948425,296=0.3083854913711548,3006=0.30268654227256775,3386=0.3008190095424652,778=0.29770416021347046,318=0.29641327261924744
650:613=0.28129225969314575,1417=0.2417263239622116,1660=0.21235395967960358,105=0.20327128469944,1678=0.20274724066257477,282=0.1968885213136673,491=0.1941901594400406,1727=0.19144606590270996,1643=0.19130568206310272,1621=0.18788737058639526
2600:1748=0.3094726800918579,198=0.3040775954723358,1921=0.2831419110298157,1653=0.2742948532104492,32=0.26517200469970703,3863=0.2555825412273407,29=0.25491270422935486,2692=0.24977652728557587,1573=0.2449926882982254,2571=0.24409246444702148
105:3528=0.35403457283973694,597=0.31735458970069885,509=0.3088962733745575,2424=0.30309799313545227,1393=0.2993209958076477,1183=0.29291799664497375,11=0.29079657793045044,587=0.2890019416809082,539=0.28064173460006714,1721=0.27854350209236145
2699:1127=0.4093061089515686,480=0.4026748836040497,1580=0.402200311422348,2916=0.38869279623031616,2571=0.3862011134624481,589=0.38607844710350037,316=0.38046133518218994,780=0.37934213876724243,1370=0.37679439783096313,1527=0.3755667805671692
3148:3408=0.3354112207889557,608=0.3230462968349457,1704=0.3140608072280884,1393=0.311276376247406,1183=0.3112221658229828,318=0.3108065724372864,3100=0.3106996715068817,2858=0.303968608379364,3147=0.29760095477104187,3897=0.29710617661476135
1476:1923=0.35436829924583435,441=0.3495161831378937,1777=0.344950407743454,1120=0.3347896337509155,231=0.3321640193462372,3254=0.33198070526123047,784=0.3308264911174774,3253=0.3305632174015045,1517=0.329444020986557,1485=0.3249816298484802
508:3252=0.36706477403640747,2268=0.3604409396648407,1682=0.35965216159820557,1704=0.3547791838645935,150=0.34865322709083557,3105=0.34747314453125,1393=0.3409418761730194,3386=0.3381488621234894,337=0.3375829756259918,318=0.3364485204219818
3173:3481=0.2932033836841583,3555=0.2779928147792816,3160=0.2721894681453705,3753=0.2697092592716217,3513=0.26591378450393677,1673=0.2635933458805084,70=0.25948193669319153,3535=0.25626957416534424,3578=0.25158604979515076,2268=0.25124794244766235
454:832=0.4232079088687897,2803=0.40901705622673035,2268=0.3902739882469177,587=0.3867276608943939,1092=0.3821898102760315,1625=0.37824133038520813,161=0.3734849691390991,1343=0.37237146496772766,593=0.37195199728012085,3686=0.37004366517066956
1573:2571=0.4924662709236145,2916=0.490922212600708,733=0.4882565438747406,1580=0.48143288493156433,377=0.4673593044281006,589=0.4620089828968048,1527=0.4614068567752838,1370=0.4592089354991913,780=0.455086350440979,457=0.4496557414531708
3252:2268=0.3772439658641815,62=0.3696916103363037,508=0.36706480383872986,1393=0.36315837502479553,1704=0.3629920780658722,1682=0.36164242029190063,454=0.3525388836860657,3100=0.3443164527416229,1120=0.3367123603820801,3386=0.33100274205207825
524:805=0.2868536114692688,3450=0.28485459089279175,491=0.283541202545166,2268=0.2799752652645111,1673=0.2764054834842682,62=0.2734453082084656,1393=0.26997944712638855,266=0.2656334340572357,2420=0.26505976915359497,110=0.26499322056770325
269:506=0.23027439415454865,279=0.22874121367931366,1611=0.22515597939491272,1268=0.21998456120491028,359=0.21920643746852875,2192=0.21183018386363983,218=0.19654789566993713,3478=0.19601032137870789,1810=0.19029738008975983,581=0.18900732696056366
282:491=0.29717662930488586,2875=0.2780461311340332,1810=0.2780347466468811,1271=0.27738723158836365,105=0.27245771884918213,802=0.27003300189971924,31=0.26892489194869995,3255=0.26379168033599854,3528=0.2619880139827728,2942=0.258025586605072
58:265=0.3580840826034546,17=0.3123456537723541,1094=0.31219419836997986,1183=0.31186890602111816,1172=0.28774821758270264,800=0.2875610888004303,1357=0.2862255871295929,994=0.28205734491348267,3260=0.2798098623752594,509=0.27679893374443054
1801:168=0.36431267857551575,1479=0.34920546412467957,2006=0.3457705080509186,3257=0.33438771963119507,1597=0.32609060406684875,377=0.3201752305030823,208=0.31998518109321594,1917=0.31696274876594543,1876=0.3162175416946411,1687=0.3114341199398041
1059:2125=0.31273001432418823,39=0.30313825607299805,1393=0.30310729146003723,1268=0.2831282615661621,1682=0.2817305028438568,2291=0.2804589569568634,1721=0.27729421854019165,1895=0.27604353427886963,1735=0.27290794253349304,1777=0.2677806317806244
345:342=0.2837134897708893,235=0.28124934434890747,1641=0.2795424163341522,357=0.27867043018341064,232=0.2663818597793579,1094=0.2652250826358795,348=0.2623199224472046,1885=0.262222558259964,1188=0.26116353273391724,2926=0.2586348056793213
1711:1732=0.33468711376190186,21=0.32350802421569824,3255=0.31753334403038025,1923=0.3149847388267517,1784=0.3143916428089142,1589=0.312100887298584,350=0.3111256957054138,1597=0.31010544300079346,1500=0.30859601497650146,2268=0.3048870265483856
1693:150=0.30641335248947144,508=0.28564029932022095,1027=0.28468525409698486,1682=0.28353971242904663,3252=0.27191588282585144,1784=0.27004724740982056,2268=0.2693548798561096,2420=0.26683899760246277,300=0.26346784830093384,1120=0.26301878690719604
741:1274=0.39316028356552124,29=0.2971005439758301,3000=0.29053932428359985,1215=0.2863829731941223,2105=0.27474936842918396,1748=0.27233004570007324,1391=0.2541934549808502,2140=0.25155049562454224,2021=0.2512527406215668,1591=0.2501963675022125
73:1873=0.31364917755126953,17=0.1849443018436432,150=0.17783065140247345,318=0.17771440744400024,919=0.17596426606178284,1704=0.17133650183677673,590=0.16815894842147827,110=0.16744659841060638,62=0.16427655518054962,1721=0.1636134535074234
1488:2058=0.3021681010723114,1616=0.3009585738182068,423=0.2997947037220001,2002=0.29316630959510803,95=0.2857950031757355,353=0.2836872935295105,1752=0.2818087935447693,647=0.281112402677536,1552=0.28053075075149536,1687=0.279840886592865
25:296=0.40071070194244385,1393=0.386513888835907,1213=0.38462916016578674,1704=0.38216766715049744,608=0.38190606236457825,593=0.37155017256736755,1094=0.3689439594745636,36=0.3675709664821625,318=0.3673674166202545,1673=0.3590792715549469
1274:741=0.39316028356552124,2105=0.33948245644569397,2140=0.33232685923576355,1215=0.3301308751106262,3000=0.32818034291267395,2021=0.30896517634391785,1200=0.30749639868736267,1748=0.30523258447647095,2985=0.3021639287471771,1199=0.30038484930992126
2442:1041=0.2794432044029236,1635=0.27637842297554016,1354=0.25544196367263794,1719=0.24176137149333954,3260=0.23363158106803894,1673=0.22985263168811798,2357=0.22928403317928314,800=0.22483201324939728,475=0.2246943712234497,1633=0.2242356389760971
4:218=0.3232225179672241,1621=0.2991581857204437,477=0.2692275643348694,1353=0.2577277421951294,3255=0.25744879245758057,1614=0.24794767796993256,203=0.24458156526088715,195=0.24180398881435394,450=0.24135133624076843,605=0.23995709419250488
538:1120=0.2827162444591522,337=0.2807549238204956,1635=0.2797914445400238,1673=0.26964953541755676,1268=0.26674675941467285,3246=0.26387766003608704,1449=0.2618204355239868,508=0.26176923513412476,778=0.2579105794429779,1682=0.2576248049736023
1673:2291=0.4214915335178375,608=0.41352730989456177,1120=0.4078354239463806,3160=0.40361642837524414,296=0.40073779225349426,1635=0.39846986532211304,778=0.3898795545101166,2858=0.3880995213985443,1682=0.3795352280139923,1704=0.37692612409591675
2429:2=0.28406599164009094,2430=0.2742912769317627,1021=0.2631256878376007,317=0.25726833939552307,3489=0.2540319859981537,48=0.25278592109680176,455=0.2498611956834793,653=0.23820123076438904,1562=0.23686638474464417,60=0.23671334981918335
42:1589=0.24661760032176971,2126=0.24607355892658234,6=0.24182841181755066,1627=0.24065186083316803,2278=0.23993150889873505,1601=0.23984673619270325,1805=0.23886851966381073,1377=0.23752817511558533,288=0.23513644933700562,2616=0.2325272262096405
3147:593=0.4011465609073639,2762=0.3928767740726471,318=0.39215198159217834,608=0.3808509111404419,1393=0.37312495708465576,47=0.36676380038261414,2858=0.36601871252059937,2028=0.3657260835170746,296=0.3644244968891144,2268=0.3640260398387909
778:296=0.42533183097839355,1673=0.38987958431243896,1120=0.3865801692008972,32=0.37525466084480286,608=0.3723786473274231,1060=0.365626722574234,1089=0.36522650718688965,593=0.36442631483078003,1729=0.36011025309562683,1639=0.3592507541179657
3755:3753=0.3697681128978729,3578=0.3693206012248993,3623=0.3652518689632416,3555=0.34695887565612793,648=0.3239767551422119,2028=0.31681957840919495,3793=0.3140154480934143,2571=0.307014524936676,3510=0.30687010288238525,457=0.29751718044281006
1639:223=0.4242008626461029,296=0.3909250497817993,3052=0.3739050328731537,1393=0.37114784121513367,1704=0.3696553707122803,180=0.3693409860134125,608=0.36705929040908813,2858=0.3614542782306671,1673=0.3601413369178772,778=0.3592507541179657
3948:3897=0.39012616872787476,3911=0.354034423828125,3893=0.3526979088783264,3863=0.326593816280365,3481=0.31551143527030945,2858=0.2969571053981781,3916=0.2907273471355438,3578=0.29069122672080994,1923=0.28898629546165466,3952=0.28840696811676025
1148:745=0.5992029905319214,1223=0.5179978013038635,720=0.388726145029068,3429=0.35569533705711365,1=0.35525789856910706,3751=0.3369571268558502,34=0.31720998883247375,1265=0.31406092643737793,1136=0.31390753388404846,2997=0.2992742657661438
3452:3578=0.2611188590526581,3623=0.25412213802337646,2167=0.23716261982917786,3744=0.23360250890254974,3793=0.23142589628696442,3717=0.2254386842250824,3316=0.22329412400722504,3879=0.2201877385377884,3624=0.21981987357139587,780=0.2112910896539688
3270:805=0.24873125553131104,2125=0.24446123838424683,1271=0.24159358441829681,2432=0.2379024773836136,491=0.23765602707862854,1968=0.23634961247444153,605=0.2333221137523651,1393=0.22352397441864014,1246=0.22308707237243652,2268=0.22240595519542694
300:1682=0.40746423602104187,1704=0.383851557970047,2268=0.37740302085876465,337=0.3678071200847626,150=0.3651643395423889,318=0.362396776676178,608=0.3606395125389099,3386=0.3602529466152191,1120=0.3591458201408386,296=0.3575199544429779
1669:621=0.2740981876850128,1519=0.26010245084762573,3057=0.22990024089813232,1684=0.19604821503162384,1164=0.19430114328861237,263=0.18503113090991974,878=0.18392018973827362,28=0.18052224814891815,2538=0.18027783930301666,131=0.17946645617485046
529:1704=0.3592876195907593,318=0.35500916838645935,300=0.34434327483177185,337=0.34040865302085876,608=0.3380545377731323,150=0.32480481266975403,1393=0.3240604102611542,1095=0.3221385180950165,2268=0.32082727551460266,34=0.3201892077922821
223:2706=0.44556131958961487,2997=0.44199618697166443,2395=0.44144904613494873,2700=0.43735986948013306,2858=0.43030300736427307,1639=0.4242008626461029,2599=0.4165191352367401,2959=0.4143838882446289,2502=0.40757760405540466,296=0.40367212891578674
1356:1372=0.5974814891815186,329=0.5961755514144897,2393=0.5731099843978882,1374=0.5469601154327393,1376=0.5388317704200745,2916=0.5061163902282715,1375=0.5049252510070801,316=0.5043100118637085,1580=0.4910988211631775,1527=0.475055068731308
3623:3578=0.44803372025489807,3793=0.39238062500953674,3753=0.382754385471344,2762=0.3689136207103729,2571=0.3669867515563965,648=0.36551007628440857,3755=0.36525189876556396,3717=0.35070568323135376,457=0.3482038676738739,3555=0.3445267081260681
861:1429=0.40541282296180725,112=0.3865789771080017,2273=0.34390753507614136,1858=0.3170833885669708,2879=0.30550047755241394,163=0.303323894739151,1370=0.2978007197380066,1722=0.2795933187007904,2278=0.2738021910190582,733=0.27324730157852173
1233:2028=0.3505290150642395,858=0.34949204325675964,608=0.3489654064178467,1250=0.3408510982990265,1221=0.3318225145339966,1208=0.3292984068393707,1953=0.32552289962768555,1617=0.3210839629173279,750=0.3210430145263672,1214=0.31900593638420105
1777:3253=0.4300891160964966,39=0.42047595977783203,539=0.4152347147464752,104=0.4149428904056549,1923=0.410404771566391,339=0.41021662950515747,1569=0.407642126083374,543=0.4059515595436096,2302=0.4036490321159363,597=0.40092968940734863
593:608=0.5523030161857605,318=0.5461960434913635,296=0.5285066366195679,2762=0.49852603673934937,50=0.4914781451225281,1617=0.49035733938217163,2858=0.48671260476112366,2028=0.48338639736175537,527=0.48242488503456116,457=0.480996310710907
2324:527=0.38145142793655396,318=0.37910500168800354,608=0.3760755956172943,2858=0.3712042272090912,1704=0.3702661097049713,2396=0.36281564831733704,296=0.3602178692817688,593=0.35791826248168945,1265=0.35591229796409607,1784=0.3508848547935486
1584:32=0.46754559874534607,1653=0.45658668875694275,2571=0.4549329876899719,480=0.4407289922237396,1580=0.4377656579017639,2916=0.43321454524993896,1396=0.42945411801338196,780=0.4254567325115204,1356=0.4165653586387634,3471=0.41539260745048523
3253:1517=0.4831596314907074,1923=0.4671761989593506,1265=0.44827255606651306,1777=0.4300890862941742,3255=0.41604700684547424,1500=0.41512584686279297,2302=0.41120821237564087,39=0.40865665674209595,2321=0.4075128436088562,2918=0.4057103395462036
1223:745=0.5413356423377991,1148=0.5179978609085083,3429=0.38573774695396423,720=0.3215738832950592,1=0.2788930833339691,3751=0.2787754535675049,1282=0.2621476948261261,34=0.2521775960922241,551=0.2474355399608612,1080=0.2455293983221054
367:1580=0.41113898158073425,2174=0.40466684103012085,2797=0.40082305669784546,2054=0.4005487561225891,356=0.39685681462287903,1265=0.3927740454673767,1=0.3912701904773712,2193=0.389426589012146,1377=0.3852844536304474,380=0.38466665148735046
1393:1704=0.46458539366722107,2268=0.45286619663238525,356=0.445387065410614,1721=0.4453292489051819,11=0.4413999617099762,597=0.4359438419342041,1784=0.4338732659816742,318=0.43299880623817444,1265=0.42313703894615173,1682=0.4229131042957306
3916:3897=0.3167680501937866,3948=0.29072731733322144,3952=0.27972644567489624,3510=0.2792919874191284,3753=0.27891185879707336,3861=0.2678951621055603,3555=0.26438796520233154,3755=0.26223209500312805,3408=0.2616417109966278,3578=0.25766605138778687
3826:3863=0.3115871548652649,3755=0.28508108854293823,3793=0.2713463604450226,3717=0.2699183225631714,3798=0.2655998766422272,3821=0.26440897583961487,3623=0.25531691312789917,3785=0.2552887499332428,3752=0.253036767244339,3301=0.24675783514976501
3160:3481=0.40639299154281616,2858=0.4039863348007202,1673=0.40361645817756653,2997=0.387643963098526,2599=0.3701415956020355,2959=0.3688405454158783,3897=0.3645094931125641,608=0.36049193143844604,2395=0.359125554561615,3176=0.3470953702926636
3484:3409=0.30064713954925537,3861=0.2705197036266327,3510=0.26541897654533386,3717=0.2613924741744995,3555=0.2576525807380676,3513=0.2480928599834442,3285=0.24175888299942017,3825=0.23244884610176086,3354=0.2257803976535797,3316=0.22480140626430511
1310:1546=0.2395469844341278,3002=0.21914342045783997,297=0.20844918489456177,394=0.20823067426681519,98=0.20784948766231537,1447=0.18894225358963013,1364=0.1856953352689743,1430=0.1856953352689743,1147=0.18286561965942383,3828=0.18015095591545105
2166:2271=0.2210167795419693,1120=0.2101232260465622,61=0.20908935368061066,2268=0.20528671145439148,1393=0.1986909806728363,628=0.1955929845571518,1729=0.19486168026924133,1466=0.19244727492332458,25=0.19016720354557037,81=0.18898479640483856
